l9|61|thin|[형] 얇은
l9|62|over|[부] 너머, 끝이 난 / [전] ~위에, 너머로
l9|63|next|[형] 다음의
l9|64|last|[형] 마지막, 마지막에
l9|65|different|[형] 다른
l9|66|minor|[형] 사소한, 중요하지 않은
l9|67|familiar|[형] 친숙한
l9|68|during|[전] ~동안에
l9|69|together|[부] 함께, 같이
l9|70|anything|[대] 무엇, 아무것
l9|71|impossible|[형] 불가능한
l9|72|away|[부] 떨어져
l9|73|dangerous|[형] 위험한
l9|74|few|[형] 많지 않은
l9|75|wonderful|[형] 아주 멋진
l9|76|afterward|[부] 그 후에
l9|01|accompany|[동] 동반하다,동행하다
l9|02|outfit|[명] 의상(한 벌)
l9|03|academic|[형] 1.학원의 2. 학문의,학구적인
l9|04|panic|[명] 돌연한 공포,공황,허둥지둥^[동] 허둥대다
l9|05|aisle|[명] 통로,복도
l9|06|participant|[명] 참가자
l9|07|alcohol|[명] 알코올, 술
l9|08|passion|[명] 열정
l9|09|bullet|[명] 총알
l9|10|random|[명] 무작위^[형] 무작위의
l9|11|bury|[동] 묻다,매장하다
l9|12|rather|[부] 1.꽤,다소 2.오히려,차라리
l9|13|calculator|[명] 계산기
l9|14|rebel|[명] 반역자, 반란군^[동] 반란을 일으키다, 반발하다
l9|15|caption|[명] 1. 설명문 2. 자막 3. 표제
l9|16|reception|[명 ] 1. 접수처 2 .환영회, 리셉션
l9|17|earthquake|[명] 지진
l9|18|roast|[동] (고기)굽다^[형] 구운
l9|19|economics|[명] 경제학
l9|20|rotate|[동] 회전하다
l9|21|edition|[명] (간행물),판(版)
l9|22|rotten|[형] 1.(음식, 나무) 썩은 2.타락한
l9|23|elegant|[형] 고상한, 우아한
l9|24|royal|[형] 국왕의, 왕실의
l9|25|immigrant|[명] 이민자
l9|26|specialist|[명] 전문가
l9|27|imply|[동] 암시하다,의미하다
l9|28|spokesperson|[명] 대변인
l9|29|inconvenient|[형] 불편한
l9|30|statistics|[명] 통계, 통계학
l9|31|index|[명] 찾아보기, 색인
l9|32|straightforward|[형] 1. 간단 명료한 2. 똑바른 3. 솔직한
l9|33|meadow|[명] 초원
l9|34|timid|[형] 겁 많은,소심한
l9|35|meanwhile|[부] 그 동안
l9|36|tissue|[명] 1. (생물) 조직 2. 화장지
l9|37|measurement|[명] 1.크기,치수 2.측정
l9|38|tourism|[명] 관광사업, 관광
l9|39|mechanical|[형] 기계의, 기계로 움직이는
l9|40|tragic|[형] 비극의
l9|01|amusement|[명] 재미, 오락
l9|02|patch|[명] 1. 천 조각 2. 안대, 반창고
l9|03|appeal|[동] 1. 호소하다 2. 흥미를 끌다^[명] 호소,간청
l9|04|pavement|[명] 포장도로
l9|05|architecture|[명] 건축, 건축양식
l9|06|pension|[명] 연금
l9|07|armed|[형] 무장한
l9|08|perfume|[명] 1. 향수 2. 향기
l9|09|capture|[동] 1. 붙잡다, 체포하다 2. 포착하다
l9|10|recovery|[명] 회복
l9|11|cashier|[명] 출납계, 계산원
l9|12|refund|[동] 환불하다^[명] 환불
l9|13|championship|[명]  우승
l9|14|regulation|[명] 규율, 법규
l9|15|charm|[명] 매력^[동] 매혹하다
